topic_id,topic_slug,topic_name,instrument_code,instrument_name,proposed_importance_weight,proposed_status,structural_relevance,market_recognition,topic_sensitivity_participation,scale_influence,durability,rationale,evidence_types,evidence_summary,source_count,source_urls,source_publication_dates,confidence_level,ambiguity_notes,membership_review_needed,researched_at,leader_set_research_version
,風冷散熱,風冷散熱,2308,台達電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Delta's official data-center cooling portfolio explicitly covers air-cooling architectures and fan-based thermal management alongside liquid cooling, while its long-running power-and-thermal platform gives the company durable scale and industry influence.",official company product/IR; annual report or regulatory/industry source,"Delta's official data-center cooling portfolio explicitly covers air-cooling architectures and fan-based thermal management alongside liquid cooling, while its long-running power-and-thermal platform gives the company durable scale and industry influence.",3,https://www-v2.deltaww.com/en-US/products/fans-and-thermal-data-center-cooling|https://landing.deltaww.com/zh-TW/products/data-center-cooling/ALL/|https://filecenter.deltaww.com/IR/download/annual_report/2024annual.pdf,current product page; current product portfolio; 2024 annual report,HIGH,"Delta is diversified across power, automation and electronics; the proposed 1.00 is limited to the supplied air-cooling topic and does not imply a pure-play thermal identity.",false,2026-08-09,leader-set-research.v2
,風冷散熱,風冷散熱,2421,建準,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"SUNON's official company materials identify thermal-management and cooling solutions as its core identity; its annual report and investor presentation document data-center cooling fans/modules and a substantial cooling-solution revenue base, directly supporting a durable air-cooling representative.",official company product/IR; annual report or regulatory/industry source,"SUNON's official company materials identify thermal-management and cooling solutions as its core identity; its annual report and investor presentation document data-center cooling fans/modules and a substantial cooling-solution revenue base, directly supporting a durable air-cooling representative.",3,https://www.sunon.com/en/about.aspx/index.aspx|https://www.sunon.com/en/MANAGE/Docs/WEBCONT/Files/3016/113%E5%B9%B4%E5%BA%A6%E5%B9%B4%E5%A0%B1-EN_%28%E4%B8%8A%E5%82%B3%29.pdf|https://www.sunon.com/en/MANAGE/Docs/WEBCONT/Files/2984/20250319_%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E.pdf,current company profile; 2024 annual report; 2025-03-19 investor presentation,HIGH,"SUNON also develops liquid and immersion solutions; the proposed weight reflects its durable fan/thermal platform, not a claim that air cooling is its only current product.",false,2026-08-09,leader-set-research.v2
,風冷散熱,風冷散熱,3071,協禧,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"ADDA's official company site describes a long-running fan and thermal-solution platform spanning DC/AC/EC fans, blowers and thermal modules for communication, automotive, industrial and renewable-energy applications; this is a clear supporting representative of the air-cooling supply chain.",official company product/IR; annual report or regulatory/industry source,"ADDA's official company site describes a long-running fan and thermal-solution platform spanning DC/AC/EC fans, blowers and thermal modules for communication, automotive, industrial and renewable-energy applications; this is a clear supporting representative of the air-cooling supply chain.",1,https://www.adda.com.tw/,current company site,MEDIUM_HIGH,The direct company page supports product identity but does not quantify data-center or server exposure; keep below Delta and SUNON pending a current annual report or application-specific disclosure.,false,2026-08-09,leader-set-research.v2
,高速介面,高速介面,6684,安格,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Algoltek's official site identifies high-speed SerDes and transmission-technology design as its core specialty and lists video-conversion, hub, retimer/redriver and related interface products; the role is directly aligned with the supplied high-speed-interface topic.",official company product/IR; annual report or regulatory/industry source,"Algoltek's official site identifies high-speed SerDes and transmission-technology design as its core specialty and lists video-conversion, hub, retimer/redriver and related interface products; the role is directly aligned with the supplied high-speed-interface topic.",3,https://www.algoltek.com.tw/|https://www.algoltek.com.tw/storage/architecture/page~98/page~104/page~113/2020-12-11pdf.pdf|https://www.algoltek.com.tw/news-page237,current company site; 2020 company prospectus; 2023 company release,HIGH,Algoltek has meaningful video-conversion and power-management exposure in addition to SerDes; the proposed top tier is limited to the supplied interface membership.,true,2026-08-09,leader-set-research.v2
,高速介面,高速介面,6756,威鋒電子,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"VIA Labs' official site and annual-report materials identify USB and USB Type-C controller ICs as the core business, with USB4, DisplayPort and PCIe-related high-speed transport support; this is a durable high-speed-interface representative below the broader 1.00 anchor.",official company product/IR; annual report or regulatory/industry source,"VIA Labs' official site and annual-report materials identify USB and USB Type-C controller ICs as the core business, with USB4, DisplayPort and PCIe-related high-speed transport support; this is a durable high-speed-interface representative below the broader 1.00 anchor.",3,https://www.via-labs.com/|https://www.via-labs.com/archive/doc/171991022919976.pdf|https://www.via-labs.com/archive/doc/165544553427451.pdf,current company site; 2022 annual report; 2021 annual report,HIGH,The product center is USB/Type-C controller ICs rather than retimers or networking silicon; 0.75 reflects a distinct interface layer rather than weaker structural relevance.,false,2026-08-09,leader-set-research.v2
,高速傳輸,高速傳輸,4966,譜瑞-KY,0.75,NEEDS_REVIEW,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,MEDIUM_HIGH,Parade's official release identifies the company as a high-speed interface IC supplier and documents PCIe redriver products for enterprise systems.,official company product/IR; annual report or regulatory/industry source,Parade's official release identifies the company as a high-speed interface IC supplier and documents PCIe redriver products for enterprise systems.,1,https://www.paradetech.com/parade-technologies-introduces-16-channel-8gbs-pci-express-redriver/,2016-06-15 release,MEDIUM,The available official evidence is old; refresh with a current annual report or product portfolio before PM approval.,false,2026-08-09,leader-set-research.v2
,高速傳輸,高速傳輸,5269,祥碩,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"ASMedia's official company and investor materials identify high-speed IC design as the core business, including USB, PCIe, SATA and high-speed switch/controller products.",official company product/IR; annual report or regulatory/industry source,"ASMedia's official company and investor materials identify high-speed IC design as the core business, including USB, PCIe, SATA and high-speed switch/controller products.",2,https://www.asmedia.com.tw/Web2/zh-Hant/about.html|https://www.asmedia.com.tw/files/investor/2019Q1_EN.pdf,current company page; investor material,HIGH,The supplied topic also includes interface ICs and cables; PM should confirm that a high-speed controller leader can anchor this mixed topic.,false,2026-08-09,leader-set-research.v2
,高速連接器,高速連接器,3605,宏致,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"ACES's official product and investor materials identify high-speed connectors, cable assemblies and precision interconnects for communications, cloud data centers, 5G and industrial applications as a durable product platform.",official company product/IR; annual report or regulatory/industry source,"ACES's official product and investor materials identify high-speed connectors, cable assemblies and precision interconnects for communications, cloud data centers, 5G and industrial applications as a durable product platform.",3,https://www.acesconn.com/cn/same_series?series=50473-xxxxx-xxx|https://www.acesconn.com/tw/news_detail?id=49|https://www.acesconn.com/upload/investor/ACES%20Investor%20Conference_20181220-E.pdf,current product page; official company release; investor presentation,HIGH,Direct high-speed connector evidence; automotive and general-connector overlap requires topic-specific reuse governance.,false,2026-08-09,leader-set-research.v2
,高速連接器,高速連接器,3665,貿聯-KY,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"BizLink's official materials identify global connectivity as the core platform and document high-speed copper and optical interconnects for 800 Gbit/s data-center links, automotive Ethernet and AI/HPC infrastructure.",official company product/IR; annual report or regulatory/industry source,"BizLink's official materials identify global connectivity as the core platform and document high-speed copper and optical interconnects for 800 Gbit/s data-center links, automotive Ethernet and AI/HPC infrastructure.",3,https://www.bizlinktech.com/company-overview|https://telecom-networking.bizlinktech.com/applications/data-center/|https://www.bizlinktech.com/news/bizlink-completes-acquisition-of-xfs-communications-inc-advancing-optical-interconnect-leadership-for-ai-and-data-center-applications,current company overview; current data-center page; 2026-01-05 release,HIGH,The supplied topic includes both connectors and broader high-speed interconnects; PM should confirm that cable/optical interconnect leadership is in scope.,true,2026-08-09,leader-set-research.v2
,高速連接器,高速連接器,5457,宣德,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"SpeedTech's official company profile describes electronic connector design and manufacturing, explicitly positioning high-speed/high-frequency connectors and cable harnesses for server, communications and automotive applications.",official company product/IR; annual report or regulatory/industry source,"SpeedTech's official company profile describes electronic connector design and manufacturing, explicitly positioning high-speed/high-frequency connectors and cable harnesses for server, communications and automotive applications.",3,https://www.speedtech.com.tw/|https://ic.tpex.org.tw/company_chain.php?stk_code=5457|https://www.twse.com.tw/pdf/en/5457_en.pdf,current company site; current TPEX industry-chain profile; current TWSE profile,MEDIUM_HIGH,"Direct high-speed connector role, but current public product-level detail is less granular than 3665 or 6715; keep below the top tier pending a refreshed product catalogue.",false,2026-08-09,leader-set-research.v2
